##NAMES=Quartz
##RRUFFID=R150074
##IDEAL CHEMISTRY=SiO_2_
##LOCALITY=Selvino, Bergamo, Italy
##OWNER=RRUFF
##SOURCE=UAMM 9180
##DESCRIPTION=Colorless doubly terminated crystals
##STATUS=The identification of this mineral has been determined only by Raman spectroscopy
##URL=https://www.rruff.net/odr/rruff_sample/R150074
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=780

7.687793e+001, 1.802992e+003
7.880640e+001, 1.758625e+003
8.073486e+001, 1.742280e+003
8.266333e+001, 1.755362e+003
8.459180e+001, 1.794210e+003
8.652026e+001, 1.863064e+003
8.844873e+001, 1.959325e+003
9.037720e+001, 2.043711e+003
9.230566e+001, 2.096642e+003
9.423413e+001, 2.040407e+003
9.616260e+001, 1.934828e+003
9.809106e+001, 1.862135e+003
1.000195e+002, 1.808749e+003
1.019480e+002, 1.770797e+003
1.038765e+002, 1.737013e+003
1.058049e+002, 1.687937e+003
1.077334e+002, 1.661264e+003
1.096619e+002, 1.655589e+003
1.115903e+002, 1.679400e+003
1.135188e+002, 1.732371e+003
1.154473e+002, 1.810964e+003
1.173757e+002, 1.955878e+003
1.193042e+002, 2.124641e+003
1.212327e+002, 2.420697e+003
1.231611e+002, 2.856472e+003
1.250896e+002, 3.452125e+003
1.270181e+002, 4.352563e+003
1.289465e+002, 5.556669e+003
1.308750e+002, 6.301375e+003
1.328035e+002, 6.422075e+003
1.347319e+002, 6.178823e+003
1.366604e+002, 5.345332e+003
1.385889e+002, 4.351212e+003
1.405173e+002, 3.589217e+003
1.424458e+002, 3.052156e+003
1.443743e+002, 2.637156e+003
1.463027e+002, 2.390288e+003
1.482312e+002, 2.194481e+003
1.501597e+002, 2.049798e+003
1.520881e+002, 1.939678e+003
1.540166e+002, 1.849666e+003
1.559451e+002, 1.779481e+003
1.578735e+002, 1.731056e+003
1.598020e+002, 1.703576e+003
1.617305e+002, 1.700920e+003
1.636589e+002, 1.722656e+003
1.655874e+002, 1.771679e+003
1.675159e+002, 1.850591e+003
1.694443e+002, 1.956429e+003
1.713728e+002, 2.081179e+003
1.733013e+002, 2.226101e+003
1.752297e+002, 2.391406e+003
1.771582e+002, 2.573810e+003
1.790867e+002, 2.780876e+003
1.810151e+002, 3.009987e+003
1.829436e+002, 3.267930e+003
1.848721e+002, 3.566018e+003
1.868005e+002, 3.901624e+003
1.887290e+002, 4.301042e+003
1.906575e+002, 4.755594e+003
1.925859e+002, 5.284783e+003
1.945144e+002, 5.912958e+003
1.964429e+002, 6.614345e+003
1.983713e+002, 7.392556e+003
2.002998e+002, 8.250280e+003
2.022283e+002, 9.076900e+003
2.041567e+002, 9.924192e+003
2.060852e+002, 1.060283e+004
