##NAMES=Calcite
##RRUFFID=R050009
##IDEAL CHEMISTRY=Ca(CO_3_)
##LOCALITY=Amparo mine, Rodeo, Durango, Mexico
##OWNER=RRUFF
##SOURCE=Eugene Schlepp
##DESCRIPTION=Colorless cleavage rhomb
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R050009
##MEASURED CHEMISTRY=Ca_1.00_CO_3_ ; trace amounts of Mn
##DIFFRACTION SAMPLE DESCRIPTION=Powder
##CELL PARAMETERS=a: 4.9892 b: 4.9892 c: 17.062 alpha: 90 beta: 90 gamma: 120 volume: 367.81 crystal system: hexagonal
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=785

83.76172, 28.95456
85.69019, 24.64261
87.61865, 23.83095
89.54712, 29.05987
91.47559, 32.56697
93.40405, 32.52623
95.33252, 31.25180
97.26099, 29.10873
99.18945, 26.99399
101.1179, 28.21481
103.0464, 33.85081
104.9749, 38.25513
106.9033, 39.83397
108.8318, 42.30525
110.7603, 46.26350
112.6887, 52.66011
114.6172, 62.39106
116.5457, 75.80387
118.4741, 92.91926
120.4026, 111.8302
122.3311, 140.5381
124.2595, 181.8368
126.1880, 233.8475
128.1165, 296.8404
130.0449, 370.6019
131.9734, 446.4328
133.9019, 521.4639
135.8303, 632.2375
137.7588, 770.1508
139.6873, 974.1774
141.6157, 1265.652
143.5442, 1623.403
145.4727, 2080.420
147.4011, 2593.937
149.3296, 2986.708
151.2581, 3251.171
153.1865, 3349.323
155.1150, 3218.484
157.0435, 2995.523
158.9719, 2713.524
160.9004, 2409.379
162.8289, 2135.694
164.7573, 1897.802
166.6858, 1693.197
168.6143, 1524.805
170.5427, 1387.912
172.4712, 1288.839
174.3997, 1209.903
176.3281, 1139.720
178.2566, 1079.129
180.1851, 1032.704
182.1135, 1005.349
184.0420, 976.1592
185.9705, 938.3889
187.8989, 909.4196
189.8274, 901.4868
191.7559, 900.3950
193.6843, 892.6401
195.6128, 880.3289
197.5413, 878.5611
199.4697, 891.4781
201.3982, 899.6234
203.3267, 897.1747
205.2551, 896.5383
207.1836, 902.9753
209.1121, 911.9224
211.0405, 920.4819
212.9690, 931.2242
214.8975, 947.9009
216.8259, 968.8958
218.7544, 986.8658
220.6829, 997.6430
222.6113, 1011.155
224.5398, 1031.511
226.4683, 1055.757
228.3967, 1080.490
230.3252, 1108.692
232.2537, 1144.038
234.1821, 1184.459
236.1106, 1230.634
238.0391, 1287.829
239.9675, 1351.760
241.8960, 1414.768
243.8245, 1486.583
245.7529, 1574.344
247.6814, 1678.627
249.6099, 1798.503
251.5383, 1933.124
253.4668, 2110.998
255.3953, 2342.121
257.3237, 2609.237
259.2522, 2894.678
261.1807, 3232.500
263.1091, 3644.871
265.0376, 4129.332
266.9661, 4687.697
268.8945, 5325.263
270.8230, 6057.383
272.7515, 6981.572
274.6799, 7844.005
276.6084, 8718.083
278.5369, 9340.618
280.4653, 9533.217
282.3938, 9363.959
284.3223, 8885.340
286.2507, 8154.729
288.1792, 7388.656
290.1077, 6622.199
292.0361, 5893.898
293.9646, 5208.327
295.8931, 4577.667
297.8215, 3987.221
299.7500, 3463.185
301.6785, 3038.722
303.6069, 2693.015
305.5354, 2402.633
307.4639, 2164.250
309.3924, 1954.365
311.3208, 1771.043
313.2493, 1610.370
315.1778, 1472.080
317.1062, 1359.200
319.0347, 1280.941
320.9632, 1221.308
322.8916, 1163.264
324.8201, 1110.068
326.7486, 1067.477
328.6770, 1033.618
330.6055, 1007.143
332.5340, 993.0535
334.4624, 979.5095
336.3909, 965.1756
338.3194, 950.1485
340.2478, 929.3769
342.1763, 908.5428
344.1048, 900.7889
346.0332, 905.8034
347.9617, 906.6438
349.8902, 898.3338
351.8186, 894.0829
353.7471, 896.0186
355.6756, 897.8649
357.6040, 901.6609
359.5325, 902.3632
361.4610, 892.8667
363.3894, 880.5167
365.3179, 875.8446
367.2464, 875.9938
369.1748, 866.0063
371.1033, 844.1053
373.0318, 825.9414
374.9602, 811.0768
376.8887, 796.7023
378.8172, 785.1118
380.7456, 771.1492
382.6741, 748.5589
